feature,mean_abs_shap,group
TFIDF_SVD_168,0.004792913,TF-IDF/SVD lexical semantics
TFIDF_SVD_200,0.004785235,TF-IDF/SVD lexical semantics
MiniLM_emb_323,0.004756474,MiniLM semantic embedding
MiniLM_emb_326,0.0047370414,MiniLM semantic embedding
TFIDF_SVD_118,0.004702621,TF-IDF/SVD lexical semantics
MiniLM_emb_97,0.004668443,MiniLM semantic embedding
MiniLM_emb_57,0.0046601794,MiniLM semantic embedding
MiniLM_emb_192,0.0046405895,MiniLM semantic embedding
MiniLM_emb_240,0.0046247747,MiniLM semantic embedding
MiniLM_emb_30,0.0046158847,MiniLM semantic embedding
MiniLM_emb_1,0.004562273,MiniLM semantic embedding
MiniLM_emb_353,0.0045382003,MiniLM semantic embedding
TFIDF_SVD_66,0.0045311153,TF-IDF/SVD lexical semantics
TFIDF_SVD_230,0.00452518,TF-IDF/SVD lexical semantics
TFIDF_SVD_55,0.0044882516,TF-IDF/SVD lexical semantics
MiniLM_emb_236,0.004485368,MiniLM semantic embedding
TFIDF_SVD_69,0.0044777524,TF-IDF/SVD lexical semantics
MiniLM_emb_278,0.0044775605,MiniLM semantic embedding
TFIDF_SVD_65,0.0044745393,TF-IDF/SVD lexical semantics
MiniLM_emb_356,0.0044636605,MiniLM semantic embedding
TFIDF_SVD_127,0.004461663,TF-IDF/SVD lexical semantics
TFIDF_SVD_91,0.004389011,TF-IDF/SVD lexical semantics
MiniLM_emb_151,0.0043687597,MiniLM semantic embedding
MiniLM_emb_165,0.004340657,MiniLM semantic embedding
TFIDF_SVD_228,0.0041954657,TF-IDF/SVD lexical semantics
MiniLM_emb_358,0.004181047,MiniLM semantic embedding
MiniLM_emb_37,0.0041604037,MiniLM semantic embedding
TFIDF_SVD_94,0.0041551194,TF-IDF/SVD lexical semantics
TFIDF_SVD_88,0.004117871,TF-IDF/SVD lexical semantics
MiniLM_emb_225,0.0041171587,MiniLM semantic embedding
MiniLM_emb_228,0.00411156,MiniLM semantic embedding
MiniLM_emb_381,0.00407908,MiniLM semantic embedding
TFIDF_SVD_210,0.0040381756,TF-IDF/SVD lexical semantics
MiniLM_emb_41,0.004030709,MiniLM semantic embedding
TFIDF_SVD_59,0.00402546,TF-IDF/SVD lexical semantics
MiniLM_emb_195,0.004021617,MiniLM semantic embedding
TFIDF_SVD_9,0.003967472,TF-IDF/SVD lexical semantics
MiniLM_emb_109,0.003918258,MiniLM semantic embedding
TFIDF_SVD_253,0.0038649552,TF-IDF/SVD lexical semantics
MiniLM_emb_33,0.0038216612,MiniLM semantic embedding
MiniLM_emb_157,0.0038213038,MiniLM semantic embedding
TFIDF_SVD_57,0.003765107,TF-IDF/SVD lexical semantics
MiniLM_emb_135,0.0037551036,MiniLM semantic embedding
MiniLM_emb_215,0.00375475,MiniLM semantic embedding
MiniLM_emb_268,0.0037323076,MiniLM semantic embedding
MiniLM_emb_227,0.0036885056,MiniLM semantic embedding
MiniLM_emb_244,0.0036573336,MiniLM semantic embedding
TFIDF_SVD_221,0.0036465093,TF-IDF/SVD lexical semantics
MiniLM_emb_220,0.0036340097,MiniLM semantic embedding
TFIDF_SVD_85,0.0036211454,TF-IDF/SVD lexical semantics
MiniLM_emb_72,0.0036132014,MiniLM semantic embedding
TFIDF_SVD_193,0.003603147,TF-IDF/SVD lexical semantics
TFIDF_SVD_186,0.0035823334,TF-IDF/SVD lexical semantics
MiniLM_emb_250,0.0035721636,MiniLM semantic embedding
MiniLM_emb_105,0.0035449269,MiniLM semantic embedding
MiniLM_emb_261,0.0035415734,MiniLM semantic embedding
sig_html_render,0.003519847,GraphLens impact signals
TFIDF_SVD_89,0.0035163714,TF-IDF/SVD lexical semantics
MiniLM_emb_9,0.0034938161,MiniLM semantic embedding
TFIDF_SVD_121,0.00348209,TF-IDF/SVD lexical semantics
bug_text_len_safe_log,0.0034377698,Process/text metadata
MiniLM_emb_291,0.0034314836,MiniLM semantic embedding
MiniLM_emb_187,0.0034302394,MiniLM semantic embedding
MiniLM_emb_142,0.003425465,MiniLM semantic embedding
MiniLM_emb_118,0.0034088844,MiniLM semantic embedding
TFIDF_SVD_222,0.0034008091,TF-IDF/SVD lexical semantics
TFIDF_SVD_62,0.0033953558,TF-IDF/SVD lexical semantics
MiniLM_emb_354,0.0033691663,MiniLM semantic embedding
TFIDF_SVD_255,0.0033520279,TF-IDF/SVD lexical semantics
TFIDF_SVD_81,0.0033466618,TF-IDF/SVD lexical semantics
model_text_len_safe_log,0.0033317807,Process/text metadata
TFIDF_SVD_199,0.0033244702,TF-IDF/SVD lexical semantics
MiniLM_emb_377,0.0033097223,MiniLM semantic embedding
TFIDF_SVD_56,0.0033036594,TF-IDF/SVD lexical semantics
TFIDF_SVD_244,0.0032733805,TF-IDF/SVD lexical semantics
MiniLM_emb_24,0.0032225333,MiniLM semantic embedding
MiniLM_emb_317,0.0032201475,MiniLM semantic embedding
TFIDF_SVD_140,0.003203819,TF-IDF/SVD lexical semantics
MiniLM_emb_221,0.0031709762,MiniLM semantic embedding
TFIDF_SVD_197,0.0031629256,TF-IDF/SVD lexical semantics
MiniLM_emb_78,0.0031567104,MiniLM semantic embedding
MiniLM_emb_345,0.0031353198,MiniLM semantic embedding
MiniLM_emb_233,0.0031166987,MiniLM semantic embedding
TFIDF_SVD_149,0.0031133618,TF-IDF/SVD lexical semantics
TFIDF_SVD_171,0.0030990625,TF-IDF/SVD lexical semantics
MiniLM_emb_287,0.0030909039,MiniLM semantic embedding
TFIDF_SVD_207,0.0030809883,TF-IDF/SVD lexical semantics
MiniLM_emb_288,0.003078899,MiniLM semantic embedding
TFIDF_SVD_196,0.00307207,TF-IDF/SVD lexical semantics
MiniLM_emb_273,0.0030596114,MiniLM semantic embedding
TFIDF_SVD_106,0.0029933248,TF-IDF/SVD lexical semantics
MiniLM_emb_38,0.0029815761,MiniLM semantic embedding
TFIDF_SVD_175,0.0029790683,TF-IDF/SVD lexical semantics
MiniLM_emb_113,0.0029418094,MiniLM semantic embedding
TFIDF_SVD_158,0.0029393325,TF-IDF/SVD lexical semantics
TFIDF_SVD_135,0.0029348207,TF-IDF/SVD lexical semantics
MiniLM_emb_209,0.002916515,MiniLM semantic embedding
MiniLM_emb_160,0.0029123765,MiniLM semantic embedding
TFIDF_SVD_58,0.002905416,TF-IDF/SVD lexical semantics
TFIDF_SVD_198,0.0028849281,TF-IDF/SVD lexical semantics
TFIDF_SVD_166,0.0028817155,TF-IDF/SVD lexical semantics
MiniLM_emb_131,0.0028642216,MiniLM semantic embedding
TFIDF_SVD_191,0.002849737,TF-IDF/SVD lexical semantics
MiniLM_emb_6,0.0028488138,MiniLM semantic embedding
MiniLM_emb_361,0.0028344174,MiniLM semantic embedding
MiniLM_emb_369,0.0027818026,MiniLM semantic embedding
MiniLM_emb_294,0.0027648392,MiniLM semantic embedding
MiniLM_emb_336,0.0027487855,MiniLM semantic embedding
MiniLM_emb_156,0.002745828,MiniLM semantic embedding
TFIDF_SVD_16,0.0027377377,TF-IDF/SVD lexical semantics
MiniLM_emb_241,0.0027305281,MiniLM semantic embedding
TFIDF_SVD_161,0.0027262357,TF-IDF/SVD lexical semantics
MiniLM_emb_106,0.0027166188,MiniLM semantic embedding
MiniLM_emb_88,0.0027082122,MiniLM semantic embedding
TFIDF_SVD_114,0.0027058537,TF-IDF/SVD lexical semantics
TFIDF_SVD_203,0.0027030853,TF-IDF/SVD lexical semantics
MiniLM_emb_333,0.0026893034,MiniLM semantic embedding
MiniLM_emb_168,0.0026801415,MiniLM semantic embedding
TFIDF_SVD_152,0.002668227,TF-IDF/SVD lexical semantics
MiniLM_emb_145,0.0026621746,MiniLM semantic embedding
MiniLM_emb_207,0.002628301,MiniLM semantic embedding
MiniLM_emb_58,0.0026155289,MiniLM semantic embedding
TFIDF_SVD_98,0.0026051714,TF-IDF/SVD lexical semantics
TFIDF_SVD_215,0.002600162,TF-IDF/SVD lexical semantics
MiniLM_emb_339,0.0025574167,MiniLM semantic embedding
MiniLM_emb_330,0.0025366405,MiniLM semantic embedding
MiniLM_emb_245,0.002525893,MiniLM semantic embedding
MiniLM_emb_128,0.0025050486,MiniLM semantic embedding
MiniLM_emb_337,0.0025050219,MiniLM semantic embedding
MiniLM_emb_129,0.0024761467,MiniLM semantic embedding
TFIDF_SVD_124,0.002463419,TF-IDF/SVD lexical semantics
TFIDF_SVD_111,0.002456915,TF-IDF/SVD lexical semantics
TFIDF_SVD_159,0.0024511586,TF-IDF/SVD lexical semantics
TFIDF_SVD_75,0.0024500235,TF-IDF/SVD lexical semantics
MiniLM_emb_35,0.0024473995,MiniLM semantic embedding
TFIDF_SVD_176,0.002443538,TF-IDF/SVD lexical semantics
MiniLM_emb_271,0.0024406572,MiniLM semantic embedding
MiniLM_emb_283,0.002423536,MiniLM semantic embedding
MiniLM_emb_121,0.0024118414,MiniLM semantic embedding
TFIDF_SVD_54,0.002404555,TF-IDF/SVD lexical semantics
MiniLM_emb_304,0.0023768644,MiniLM semantic embedding
MiniLM_emb_242,0.002373818,MiniLM semantic embedding
TFIDF_SVD_10,0.0023589323,TF-IDF/SVD lexical semantics
MiniLM_emb_177,0.0023434083,MiniLM semantic embedding
TFIDF_SVD_67,0.0023418516,TF-IDF/SVD lexical semantics
TFIDF_SVD_77,0.0023232119,TF-IDF/SVD lexical semantics
MiniLM_emb_362,0.0022931586,MiniLM semantic embedding
MiniLM_emb_371,0.002281517,MiniLM semantic embedding
MiniLM_emb_63,0.0022758062,MiniLM semantic embedding
sig_account,0.0022472444,GraphLens impact signals
MiniLM_emb_229,0.0022350226,MiniLM semantic embedding
MiniLM_emb_251,0.0022330643,MiniLM semantic embedding
MiniLM_emb_212,0.002214071,MiniLM semantic embedding
MiniLM_emb_76,0.0021976412,MiniLM semantic embedding
TFIDF_SVD_100,0.0021964898,TF-IDF/SVD lexical semantics
TFIDF_SVD_205,0.0021803125,TF-IDF/SVD lexical semantics
TFIDF_SVD_247,0.0021737562,TF-IDF/SVD lexical semantics
MiniLM_emb_65,0.0021698712,MiniLM semantic embedding
MiniLM_emb_279,0.0021608265,MiniLM semantic embedding
TFIDF_SVD_109,0.0021544786,TF-IDF/SVD lexical semantics
TFIDF_SVD_204,0.0021406068,TF-IDF/SVD lexical semantics
TFIDF_SVD_104,0.0021358759,TF-IDF/SVD lexical semantics
TFIDF_SVD_194,0.0021302484,TF-IDF/SVD lexical semantics
MiniLM_emb_81,0.0021181402,MiniLM semantic embedding
TFIDF_SVD_142,0.002114259,TF-IDF/SVD lexical semantics
TFIDF_SVD_130,0.002069264,TF-IDF/SVD lexical semantics
MiniLM_emb_234,0.002014203,MiniLM semantic embedding
TFIDF_SVD_141,0.0020118891,TF-IDF/SVD lexical semantics
TFIDF_SVD_90,0.002007839,TF-IDF/SVD lexical semantics
TFIDF_SVD_76,0.0019873034,TF-IDF/SVD lexical semantics
TFIDF_SVD_157,0.001970994,TF-IDF/SVD lexical semantics
sig_data_loss,0.0019690008,GraphLens impact signals
MiniLM_emb_49,0.001964826,MiniLM semantic embedding
TFIDF_SVD_105,0.0019446467,TF-IDF/SVD lexical semantics
MiniLM_emb_325,0.0019398673,MiniLM semantic embedding
TFIDF_SVD_237,0.0019327867,TF-IDF/SVD lexical semantics
MiniLM_emb_60,0.0019059336,MiniLM semantic embedding
TFIDF_SVD_162,0.0018815339,TF-IDF/SVD lexical semantics
TFIDF_SVD_33,0.0018787041,TF-IDF/SVD lexical semantics
MiniLM_emb_376,0.0018680257,MiniLM semantic embedding
sig_regression,0.0018458356,GraphLens impact signals
TFIDF_SVD_86,0.0018451968,TF-IDF/SVD lexical semantics
TFIDF_SVD_189,0.0018302188,TF-IDF/SVD lexical semantics
MiniLM_emb_182,0.0018129405,MiniLM semantic embedding
MiniLM_emb_349,0.001788695,MiniLM semantic embedding
MiniLM_emb_13,0.0017503473,MiniLM semantic embedding
MiniLM_emb_364,0.0017385969,MiniLM semantic embedding
MiniLM_emb_139,0.001737251,MiniLM semantic embedding
MiniLM_emb_108,0.0017174174,MiniLM semantic embedding
MiniLM_emb_10,0.0016960679,MiniLM semantic embedding
TFIDF_SVD_150,0.0016869075,TF-IDF/SVD lexical semantics
TFIDF_SVD_202,0.0016787839,TF-IDF/SVD lexical semantics
MiniLM_emb_307,0.0016742499,MiniLM semantic embedding
MiniLM_emb_334,0.0016730942,MiniLM semantic embedding
TFIDF_SVD_93,0.001665639,TF-IDF/SVD lexical semantics
TFIDF_SVD_225,0.0016486751,TF-IDF/SVD lexical semantics
TFIDF_SVD_169,0.0016371381,TF-IDF/SVD lexical semantics
TFIDF_SVD_233,0.0015496891,TF-IDF/SVD lexical semantics
TFIDF_SVD_252,0.0015417523,TF-IDF/SVD lexical semantics
TFIDF_SVD_147,0.0014933756,TF-IDF/SVD lexical semantics
MiniLM_emb_141,0.0014527715,MiniLM semantic embedding
MiniLM_emb_140,0.0014179985,MiniLM semantic embedding
TFIDF_SVD_146,0.001417877,TF-IDF/SVD lexical semantics
MiniLM_emb_379,0.0014105662,MiniLM semantic embedding
MiniLM_emb_170,0.001401365,MiniLM semantic embedding
MiniLM_emb_134,0.0013878312,MiniLM semantic embedding
sig_hang,0.0013181195,GraphLens impact signals
MiniLM_emb_2,0.0013054132,MiniLM semantic embedding
MiniLM_emb_28,0.0012501255,MiniLM semantic embedding
sig_message_list,0.0012256011,GraphLens impact signals
TFIDF_SVD_254,0.0011508241,TF-IDF/SVD lexical semantics
TFIDF_SVD_148,0.0011092542,TF-IDF/SVD lexical semantics
MiniLM_emb_102,0.0011025782,MiniLM semantic embedding
MiniLM_emb_218,0.0010635749,MiniLM semantic embedding
TFIDF_SVD_180,0.0010079816,TF-IDF/SVD lexical semantics
MiniLM_emb_343,0.00092970533,MiniLM semantic embedding
MiniLM_emb_44,0.0009220232,MiniLM semantic embedding
has_bug_report_text,0.0005989102,Process/text metadata
sig_folder,0.00058597315,GraphLens impact signals
sig_addon,0.0005461784,GraphLens impact signals
sig_address_book,0.00045324152,GraphLens impact signals
sig_compose,0.0004376778,GraphLens impact signals
MiniLM_emb_299,0.00037453367,MiniLM semantic embedding
sig_blocking,0.0003181116,GraphLens impact signals
has_stack_trace,0.00012877326,Process/text metadata
sig_exception,0.00012670917,GraphLens impact signals
initial_priority_is_p2,0.00011681951,Initial-priority features
sig_steps,4.912131e-05,GraphLens impact signals
sig_qr_code,3.6721143e-05,GraphLens impact signals
has_bug_text,0.0,Process/text metadata
sig_spell_check,0.0,GraphLens impact signals
no_initial_priority_signal,0.0,Initial-priority features
initial_priority_valid_signal_num,0.0,Initial-priority features
is_ci_log_like,0.0,Process/text metadata
initial_priority_is_set_num,0.0,Initial-priority features
sig_oom,0.0,GraphLens impact signals
sig_crash_signature,0.0,GraphLens impact signals
sig_startup_crash,0.0,GraphLens impact signals
sig_performance,0.0,GraphLens impact signals
sig_accessibility,0.0,GraphLens impact signals
sig_enhancement,0.0,GraphLens impact signals
sig_memory,0.0,GraphLens impact signals
sig_startup,0.0,GraphLens impact signals
text_is_summary_only,0.0,Process/text metadata
sig_keyboard,0.0,GraphLens impact signals
initial_priority_is_p5,0.0,Initial-priority features
initial_priority_is_p4,0.0,Initial-priority features
